customer_id,gender,age,age_group,married,kids_under12,area,subs_start_year,ClusterHierarchical,ClusterKmeans,movie_watched,scribe_total,movie_watched_no_dup
C5856,F,46,40대,M,Y,서초구,2015,66,3,47,30,38
C5857,F,47,40대,S,N,강남구,2015,24,2,33,26,21
C5858,M,28,20대,M,Y,광진구,2015,76,4,44,30,31
C5859,F,59,50대,S,N,광진구,2015,87,1,54,37,40
C5860,M,40,40대,M,Y,광진구,2015,70,1,90,40,45
C5861,F,21,20대,S,N,강남구,2015,14,5,80,40,40
C5862,M,42,40대,M,N,강남구,2015,23,2,34,26,30
C5863,M,23,20대,S,N,광진구,2015,74,4,51,30,39
C5864,M,24,20대,M,N,양천구,2015,88,1,47,30,34
C5865,F,55,50대,M,N,강남구,2015,27,2,63,36,37
C5866,M,46,40대,M,N,서대문구,2015,45,2,94,44,44
C5867,M,37,30대,S,N,송파구,2015,69,4,66,30,34
C5868,M,48,40대,M,N,서초구,2015,47,3,72,40,45
C5869,M,61,60대,S,N,광진구,2015,85,1,47,29,39
C5870,M,40,40대,M,Y,송파구,2015,38,4,42,28,30
C5871,M,51,50대,M,N,서대문구,2015,45,2,52,33,40
C5872,M,42,40대,M,N,서초구,2015,47,3,80,39,49
C5873,F,23,20대,S,N,송파구,2015,73,4,60,37,36
C5874,M,34,30대,M,N,양천구,2015,97,1,32,22,26
C5875,F,45,40대,M,N,마포구,2015,99,1,55,32,33
C5876,M,36,30대,S,N,마포구,2015,97,1,85,39,37
C5877,F,47,40대,M,Y,서대문구,2015,41,2,44,32,37
C5878,F,38,30대,S,N,송파구,2015,79,4,29,22,22
C5879,M,59,50대,M,N,용산구,2015,26,2,58,35,34
C5880,F,20,20대,M,N,용산구,2015,7,5,70,36,37
C5881,F,31,30대,S,N,강남구,2015,24,5,51,32,35
C5882,F,52,50대,M,Y,송파구,2015,37,2,71,35,29
C5883,M,53,50대,S,N,용산구,2015,36,2,87,37,39
C5884,F,24,20대,S,N,서대문구,2015,4,4,79,43,34
C5885,M,45,40대,M,Y,동작구,2015,48,3,70,35,30
C5886,M,46,40대,M,Y,광진구,2015,70,1,48,31,34
C5887,F,37,30대,S,N,광진구,2015,68,4,35,24,29
C5888,M,38,30대,M,N,용산구,2015,6,5,43,28,29
C5889,M,60,60대,S,N,강남구,2015,28,2,51,31,34
C5890,M,30,30대,M,Y,광진구,2015,71,4,56,32,35
C5891,F,41,40대,M,Y,관악구,2015,66,3,99,45,37
C5892,M,32,30대,M,Y,강남구,2015,20,5,39,25,27
C5893,M,33,30대,M,Y,양천구,2015,59,1,82,40,47
C5894,F,44,40대,S,N,마포구,2015,98,1,51,29,33
C5895,M,45,40대,M,N,용산구,2015,43,2,43,29,37
C5896,F,46,40대,S,N,서대문구,2015,34,2,58,38,38
C5897,M,57,50대,M,Y,양천구,2015,49,1,69,37,31
C5898,M,28,20대,M,Y,용산구,2015,9,5,92,39,36
C5899,M,39,30대,M,N,강남구,2015,19,5,38,27,26
C5900,M,20,20대,M,N,용산구,2015,10,5,73,36,33
C5901,F,41,40대,M,Y,용산구,2015,40,2,76,38,42
C5902,F,22,20대,M,N,송파구,2015,78,4,55,35,32
C5903,M,23,20대,S,N,동작구,2015,54,3,43,29,30
C5904,M,54,50대,M,N,양천구,2015,50,1,51,32,40
C5905,F,45,40대,M,Y,양천구,2015,49,1,47,30,35
C5906,F,46,40대,M,N,용산구,2015,39,2,44,30,32
C5907,F,18,10대,S,N,강남구,2015,15,5,39,25,32
C5908,M,28,20대,M,Y,서대문구,2015,9,4,38,22,24
C5909,F,49,40대,S,N,동작구,2015,57,3,69,40,37
C5910,F,20,20대,M,Y,서대문구,2015,77,4,41,24,28
C5911,M,21,20대,M,N,서대문구,2015,10,4,47,31,30
C5912,F,42,40대,S,N,용산구,2015,33,2,78,41,36
C5913,M,23,20대,S,N,강남구,2015,13,5,54,33,30
C5914,M,24,20대,S,N,용산구,2015,1,5,51,32,38
C5915,M,45,40대,M,N,광진구,2015,70,1,58,31,41
C5916,F,46,40대,M,Y,관악구,2015,66,3,73,38,45
C5917,M,47,40대,M,Y,송파구,2015,38,4,90,39,49
C5918,M,48,40대,M,Y,마포구,2015,95,1,30,21,21
C5919,M,62,60대,M,N,동작구,2015,50,3,84,40,50
C5920,F,20,20대,S,N,용산구,2015,4,5,77,36,34
C5921,M,21,20대,M,N,용산구,2015,10,5,42,27,34
C5922,F,22,20대,M,Y,마포구,2015,92,1,65,33,37
C5923,F,43,40대,M,Y,강남구,2015,29,2,43,30,27
C5924,M,18,10대,S,N,광진구,2015,73,4,40,29,24
C5925,F,55,50대,M,Y,강남구,2015,32,2,80,36,39
C5926,M,56,50대,M,Y,용산구,2015,31,2,49,28,35
C5927,M,47,40대,M,N,양천구,2015,96,1,84,40,49
C5928,M,58,50대,M,Y,송파구,2015,37,2,42,29,33
C5929,F,65,60대,M,N,관악구,2015,51,3,60,35,31
C5930,M,20,20대,M,N,서대문구,2015,10,4,41,24,28
C5931,F,21,20대,S,N,관악구,2015,61,3,54,31,30
C5932,F,22,20대,S,N,관악구,2015,61,3,40,29,36
C5933,M,23,20대,S,N,송파구,2015,72,4,44,29,32
C5934,F,34,30대,M,Y,서초구,2015,66,3,52,34,37
C5935,F,25,20대,M,N,광진구,2015,93,4,58,33,39
C5936,M,46,40대,S,N,관악구,2015,62,3,46,33,30
C5937,F,47,40대,M,Y,서대문구,2015,41,2,71,34,33
C5938,M,38,30대,M,N,용산구,2015,6,5,34,26,27
C5939,M,61,60대,M,N,강남구,2015,28,2,28,20,24
C5940,F,20,20대,M,N,서대문구,2015,78,4,55,36,37
C5941,M,51,50대,S,N,강남구,2015,28,2,101,41,48
C5942,M,32,30대,M,Y,강남구,2015,20,5,77,39,39
C5943,M,23,20대,M,Y,양천구,2015,59,1,52,34,38
C5944,M,54,50대,M,Y,용산구,2015,31,2,56,33,37
C5945,F,25,20대,M,Y,용산구,2015,8,5,65,36,36
C5946,F,46,40대,S,N,용산구,2015,33,2,40,29,33
C5947,F,47,40대,M,Y,마포구,2015,94,1,83,38,41
C5948,M,38,30대,S,N,강남구,2015,22,5,71,38,34
C5949,M,29,20대,M,N,서초구,2015,52,3,43,29,30
C5950,M,30,30대,M,Y,송파구,2015,81,4,50,31,39
C5951,F,21,20대,M,N,강남구,2015,12,5,42,28,29
C5952,M,52,50대,M,Y,관악구,2015,47,3,84,41,41
C5953,F,23,20대,S,N,서초구,2015,60,3,43,30,34
C5954,M,24,20대,M,Y,서초구,2015,64,3,55,27,28
C5955,M,45,40대,S,N,서대문구,2015,34,2,89,38,44
C5956,M,26,20대,M,Y,마포구,2015,92,1,28,19,24
C5957,F,57,50대,M,N,마포구,2015,84,1,38,28,27
C5958,M,38,30대,S,N,관악구,2015,62,3,77,36,33
C5959,F,60,60대,S,N,양천구,2015,51,1,29,18,24
C5960,F,50,50대,M,N,마포구,2015,84,1,50,33,34
C5961,M,41,40대,M,N,강남구,2015,23,2,42,26,32
C5962,F,22,20대,M,Y,강남구,2015,11,5,54,35,40
C5963,M,23,20대,S,N,강남구,2015,13,5,94,42,43
C5964,F,34,30대,S,N,강남구,2015,24,5,57,33,40
C5965,F,55,50대,M,N,강남구,2015,27,2,61,35,36
C5966,F,36,30대,M,Y,관악구,2015,66,3,70,34,31
C5967,M,37,30대,M,Y,관악구,2015,65,3,28,23,24
C5968,M,38,30대,M,N,서대문구,2015,5,4,29,21,23
C5969,F,63,60대,S,N,광진구,2015,87,1,87,42,38
C5970,M,30,30대,S,N,용산구,2015,21,5,40,27,29
C5971,F,51,50대,M,N,동작구,2015,51,3,58,29,33
C5972,F,42,40대,M,Y,강남구,2015,29,2,46,31,28
C5973,M,33,30대,M,Y,서대문구,2015,81,4,44,31,23
C5974,M,24,20대,S,N,관악구,2015,61,3,56,36,39
C5975,M,35,30대,S,N,관악구,2015,62,3,72,33,34
C5976,M,26,20대,S,N,강남구,2015,13,5,63,35,41
C5977,M,27,20대,M,Y,강남구,2015,11,5,53,29,34
C5978,F,28,20대,M,N,서대문구,2015,78,4,43,29,33
C5979,F,29,20대,M,Y,마포구,2015,92,1,48,32,35
C5980,F,30,30대,M,Y,용산구,2015,17,5,64,38,34
C5981,F,21,20대,S,N,강남구,2015,14,5,48,35,33
C5982,M,19,10대,S,N,용산구,2015,15,5,71,35,34
C5983,F,33,30대,M,Y,서초구,2015,66,3,80,43,46
C5984,F,24,20대,M,Y,송파구,2015,77,4,50,29,35
C5985,F,35,30대,S,N,서대문구,2015,3,4,56,33,28
C5986,F,36,30대,M,N,서대문구,2015,80,4,46,27,29
C5987,F,37,30대,S,N,서대문구,2015,3,4,76,37,38
C5988,F,48,40대,M,Y,양천구,2015,49,1,71,38,40
C5989,F,59,50대,M,N,강남구,2015,27,2,49,28,38
C5990,M,20,20대,M,Y,강남구,2015,11,5,74,36,40
C5991,F,21,20대,M,Y,강남구,2015,11,5,64,35,37
C5992,F,32,30대,M,N,마포구,2015,91,1,41,29,33
C5993,M,43,40대,M,N,마포구,2015,96,1,88,44,43
C5994,F,44,40대,M,Y,강남구,2015,29,2,50,29,30
C5995,M,35,30대,S,N,관악구,2015,62,3,47,33,33
C5996,M,56,50대,M,N,용산구,2015,26,2,28,23,22
C5997,M,57,50대,S,N,서대문구,2015,34,2,44,29,34
C5998,M,28,20대,S,N,강남구,2015,13,5,31,23,18
C5999,F,65,60대,M,N,광진구,2015,86,1,15,13,13
C6000,F,30,30대,S,Y,강남구,2015,24,5,16,14,16
C6001,F,21,20대,M,N,서초구,2015,64,3,28,17,23
C6002,M,42,40대,M,Y,마포구,2015,95,1,22,14,18
C6003,M,23,20대,M,N,서대문구,2015,10,4,37,23,27
C6004,F,24,20대,S,N,강남구,2015,14,5,20,16,17
C6005,M,35,30대,M,Y,양천구,2015,59,1,22,16,19
C6006,F,56,50대,S,N,광진구,2015,87,1,17,12,13
C6007,M,27,20대,M,Y,강남구,2015,11,5,19,16,16
C6008,M,48,40대,M,Y,서대문구,2015,44,2,28,22,23
C6009,M,49,40대,M,N,서대문구,2015,45,2,16,12,14
C6010,F,20,20대,M,Y,서대문구,2015,77,4,33,20,22
C6011,M,21,20대,M,N,서대문구,2015,10,4,17,15,12
C6012,M,32,30대,M,Y,용산구,2015,16,5,19,13,12
C6013,F,43,40대,M,Y,동작구,2015,48,3,38,22,23
C6014,F,24,20대,S,N,동작구,2015,55,3,44,26,23
C6015,M,55,50대,M,Y,송파구,2015,37,2,13,11,11
C6016,M,26,20대,M,Y,서대문구,2015,9,4,18,13,17
C6017,F,37,30대,M,N,강남구,2015,25,5,39,24,23
C6018,F,38,30대,M,Y,동작구,2015,58,3,20,16,17
C6019,M,64,60대,S,N,서대문구,2015,36,2,32,24,26
C6020,F,30,30대,S,N,용산구,2015,3,5,38,23,25
C6021,M,31,30대,S,N,용산구,2015,21,5,62,29,32
C6022,F,22,20대,S,N,양천구,2015,55,1,27,21,14
C6023,M,53,50대,S,N,광진구,2016,85,1,38,25,32
C6024,M,24,20대,S,N,서대문구,2016,2,4,24,19,18
C6025,M,18,10대,S,N,송파구,2016,73,4,28,21,22
C6026,M,46,40대,S,N,관악구,2016,62,3,31,21,19
C6027,M,57,50대,M,Y,관악구,2016,47,3,61,32,41
C6028,M,38,30대,M,N,강남구,2016,19,5,29,21,24
C6029,F,49,40대,S,Y,강남구,2016,24,2,65,31,24
C6030,F,20,20대,M,Y,서대문구,2016,77,4,57,28,27
C6031,M,41,40대,M,Y,강남구,2016,30,2,62,28,43
C6032,F,22,20대,S,N,강남구,2016,14,5,29,18,25
C6033,M,23,20대,M,N,강남구,2016,12,5,24,19,22
C6034,F,24,20대,S,N,양천구,2016,55,1,29,21,20
C6035,M,45,40대,M,N,서대문구,2016,45,2,43,24,35
C6036,M,36,30대,S,N,강남구,2016,22,5,35,26,26
C6037,M,57,50대,M,N,강남구,2016,26,2,34,22,26
C6038,M,38,30대,S,N,동작구,2016,54,3,34,25,28
C6039,F,39,30대,M,Y,동작구,2016,58,3,63,31,27
C6040,M,18,10대,S,N,용산구,2016,15,5,24,18,17
C6041,M,41,40대,M,Y,서초구,2016,65,3,53,30,35
C6042,M,52,50대,M,N,마포구,2016,84,1,30,23,19
C6043,M,43,40대,S,N,강남구,2016,23,2,21,20,19
C6044,F,34,30대,M,Y,용산구,2016,17,5,52,30,23
C6045,M,25,20대,M,Y,서대문구,2016,9,4,47,27,26
C6046,M,46,40대,S,N,강남구,2016,23,2,31,23,25
C6047,F,27,20대,M,Y,관악구,2016,52,3,70,29,33
C6048,M,28,20대,M,Y,용산구,2016,9,5,48,28,30
C6049,F,59,50대,M,N,용산구,2016,35,2,28,19,27
C6050,F,50,50대,M,N,광진구,2016,87,1,40,26,32
C6051,M,31,30대,M,Y,서초구,2016,65,3,58,31,31
C6052,M,42,40대,S,N,양천구,2016,96,1,26,20,20
C6053,F,23,20대,S,N,용산구,2016,4,5,43,27,30
C6054,M,44,40대,M,Y,용산구,2016,42,2,49,27,32
C6055,M,35,30대,M,N,서대문구,2016,5,4,36,20,27
C6056,F,56,50대,M,N,송파구,2016,86,2,23,19,21
C6057,M,37,30대,S,N,용산구,2016,21,5,26,20,21
C6058,F,38,30대,M,N,강남구,2016,25,5,39,23,30
C6059,M,39,30대,M,Y,동작구,2016,58,3,49,24,34
C6060,F,50,50대,M,N,송파구,2016,86,2,21,15,20
C6061,F,21,20대,M,N,광진구,2016,93,4,35,23,29
C6062,M,22,20대,S,N,용산구,2016,1,5,27,18,20
C6063,M,43,40대,M,N,서초구,2016,47,3,31,20,21
C6064,F,24,20대,M,N,용산구,2016,7,5,34,27,27
C6065,M,25,20대,M,N,동작구,2016,53,3,30,24,20
C6066,F,46,40대,M,Y,강남구,2016,29,2,62,28,25
C6067,M,57,50대,M,Y,강남구,2016,31,2,60,33,36
C6068,F,58,50대,M,N,서대문구,2016,35,2,33,22,26
C6069,F,59,50대,M,Y,송파구,2016,37,2,36,24,23
C6070,M,20,20대,S,N,광진구,2016,74,4,23,17,22
C6071,M,21,20대,S,N,강남구,2016,13,5,29,23,24
C6072,F,42,40대,M,Y,양천구,2016,49,1,63,30,30
C6073,M,33,30대,M,Y,서초구,2016,65,3,54,27,30
C6074,M,34,30대,M,Y,송파구,2016,81,4,24,19,18
C6075,F,35,30대,S,N,강남구,2016,24,5,31,22,24
C6076,F,26,20대,M,Y,양천구,2016,59,1,66,30,22
C6077,F,47,40대,M,Y,강남구,2016,29,2,59,29,31
C6078,M,38,30대,M,Y,강남구,2016,20,5,58,29,41
C6079,F,39,30대,M,Y,서대문구,2016,82,4,46,27,28
C6080,F,20,20대,S,N,서대문구,2016,4,4,57,26,24
C6081,F,21,20대,M,N,광진구,2016,93,4,28,18,24
C6082,M,22,20대,S,N,용산구,2016,1,5,23,19,18
C6083,F,33,30대,S,N,용산구,2016,3,5,34,22,26
C6084,M,34,30대,M,Y,서대문구,2016,81,4,62,29,36
C6085,F,45,40대,M,Y,강남구,2016,29,2,59,28,31
C6086,F,46,40대,S,N,강남구,2016,24,2,49,31,25
C6087,M,27,20대,S,N,동작구,2016,54,3,30,18,21
C6088,F,38,30대,M,Y,강남구,2016,18,5,61,31,21
C6089,M,49,40대,M,Y,양천구,2016,49,1,63,28,39
C6090,F,40,40대,M,Y,강남구,2016,29,2,70,30,33
C6091,M,21,20대,S,N,동작구,2016,54,3,21,15,18
C6092,F,22,20대,M,N,광진구,2016,93,4,29,23,23
C6093,M,23,20대,S,N,서초구,2016,60,3,25,22,19
C6094,F,54,50대,M,N,광진구,2016,87,1,35,24,27
C6095,F,35,30대,M,Y,양천구,2016,59,1,61,32,32
C6096,F,46,40대,M,N,서대문구,2016,39,2,29,21,25
C6097,F,37,30대,M,Y,송파구,2016,82,4,45,25,35
C6098,M,38,30대,S,N,마포구,2016,97,1,28,23,23
C6099,F,60,60대,S,N,송파구,2016,86,2,23,17,21
C6100,F,20,20대,M,Y,강남구,2016,11,5,65,29,30
C6101,M,41,40대,M,N,용산구,2016,43,2,25,21,21
C6102,F,22,20대,S,N,광진구,2016,75,4,31,22,27
C6103,F,23,20대,S,N,관악구,2016,61,3,44,25,29
C6104,F,24,20대,M,Y,용산구,2016,8,5,80,32,33
C6105,M,25,20대,S,N,관악구,2016,61,3,51,32,29
C6106,F,36,30대,M,Y,송파구,2016,82,4,34,20,20
C6107,M,27,20대,S,N,관악구,2016,61,3,29,21,22
C6108,F,38,30대,M,Y,용산구,2016,17,5,62,30,28
C6109,F,63,60대,S,N,송파구,2016,86,2,29,16,24
C6110,F,20,20대,S,N,동작구,2016,55,3,30,20,25
C6111,M,21,20대,M,Y,서대문구,2016,9,4,62,30,34
C6112,F,32,30대,M,N,용산구,2016,6,5,22,16,21
C6113,F,33,30대,M,N,광진구,2016,68,4,36,25,26
C6114,F,34,30대,S,N,광진구,2016,68,4,36,22,31
C6115,F,45,40대,M,N,강남구,2016,25,2,35,24,27
C6116,M,19,10대,S,N,관악구,2016,61,3,27,21,15
C6117,M,27,20대,M,Y,양천구,2016,59,1,56,28,31
C6118,F,28,20대,S,N,서대문구,2016,4,4,29,26,21
C6119,F,66,60대,S,N,마포구,2016,84,1,29,19,24
C6120,M,50,50대,M,N,관악구,2016,47,3,38,25,30
C6121,M,41,40대,M,Y,서대문구,2016,44,2,63,32,38
C6122,F,32,30대,M,Y,광진구,2016,94,4,55,25,30
C6123,F,53,50대,M,Y,마포구,2016,83,1,62,27,29
C6124,M,24,20대,M,N,용산구,2016,10,5,33,22,30
C6125,F,45,40대,M,Y,광진구,2016,94,1,71,32,35
C6126,F,26,20대,M,N,광진구,2016,93,4,39,25,25
C6127,M,27,20대,M,Y,광진구,2016,76,4,51,28,31
C6128,M,18,10대,S,N,용산구,2016,15,5,26,21,20
C6129,F,39,30대,M,Y,강남구,2016,18,5,66,31,39
C6130,F,30,30대,M,N,마포구,2016,91,1,24,20,18
C6131,M,41,40대,M,Y,용산구,2016,42,2,57,26,33
C6132,F,42,40대,M,N,마포구,2016,99,1,34,25,26
C6133,F,43,40대,M,Y,마포구,2016,94,1,60,31,30
C6134,M,34,30대,S,N,광진구,2016,69,4,58,30,30
C6135,M,35,30대,M,N,용산구,2016,6,5,19,17,15
C6136,M,46,40대,M,Y,서대문구,2016,44,2,52,27,33
C6137,F,37,30대,M,Y,양천구,2016,59,1,66,29,30
C6138,F,58,50대,S,N,용산구,2016,36,2,30,23,26
C6139,M,49,40대,S,N,송파구,2016,69,4,28,20,21
C6140,F,20,20대,M,Y,관악구,2016,52,3,73,32,31
C6141,F,31,30대,M,Y,동작구,2016,58,3,65,29,36
C6142,M,32,30대,M,Y,용산구,2016,16,5,63,33,36
C6143,F,23,20대,S,N,서초구,2016,60,3,34,24,24
C6144,M,54,50대,M,N,강남구,2016,26,2,27,19,23
C6145,F,55,50대,M,Y,강남구,2016,32,2,62,30,38
C6146,F,36,30대,M,Y,용산구,2016,17,5,53,25,25
C6147,F,47,40대,M,N,양천구,2016,99,1,31,20,23
C6148,M,38,30대,S,N,관악구,2016,62,3,22,18,18
C6149,M,59,50대,M,Y,서대문구,2016,37,2,55,28,31
C6150,M,30,30대,S,N,마포구,2016,97,1,21,18,17
C6151,M,51,50대,M,N,양천구,2016,50,1,27,21,25
C6152,F,52,50대,M,Y,강남구,2016,32,2,73,32,34
C6153,M,23,20대,S,N,동작구,2016,54,3,22,16,20
C6154,F,34,30대,M,N,용산구,2016,6,5,34,19,27
C6155,M,35,30대,S,N,용산구,2016,21,5,24,18,19
C6156,M,46,40대,S,N,마포구,2016,96,1,34,20,26
C6157,M,37,30대,M,N,광진구,2016,71,4,32,22,22
C6158,F,48,40대,M,Y,서대문구,2016,41,2,69,32,35
C6159,M,59,50대,S,N,관악구,2016,46,3,35,24,25
C6160,M,20,20대,M,N,강남구,2016,12,5,24,21,22
C6161,M,21,20대,S,N,양천구,2016,89,1,35,22,28
C6162,M,32,30대,S,N,동작구,2016,54,3,30,21,24
C6163,M,53,50대,S,N,용산구,2016,36,2,33,20,23
C6164,M,24,20대,S,N,관악구,2016,61,3,31,23,23
C6165,F,45,40대,M,Y,서대문구,2016,41,2,66,28,33
C6166,F,36,30대,M,Y,서대문구,2016,82,4,72,34,32
C6167,F,37,30대,M,N,강남구,2016,25,5,35,23,27
C6168,F,38,30대,S,N,광진구,2016,68,4,35,22,32
C6169,M,60,60대,S,N,서대문구,2016,36,2,28,19,25
C6170,F,40,40대,M,N,양천구,2016,99,1,37,23,34
C6171,M,41,40대,S,N,양천구,2016,96,1,35,22,27
C6172,F,22,20대,M,Y,서초구,2016,64,3,67,32,27
C6173,F,23,20대,S,N,송파구,2016,73,4,15,13,14
C6174,M,24,20대,S,N,서대문구,2016,2,4,24,17,21
C6175,M,55,50대,M,N,양천구,2016,50,1,35,24,27
C6176,M,46,40대,M,N,광진구,2016,70,1,30,24,26
C6177,F,47,40대,M,Y,강남구,2016,29,2,69,35,37
C6178,M,28,20대,M,Y,서초구,2016,64,3,55,28,29
C6179,F,29,20대,S,N,서초구,2016,60,3,37,22,27
C6180,F,20,20대,M,N,광진구,2016,93,4,39,24,30
C6181,F,31,30대,M,Y,송파구,2016,82,4,35,21,21
C6182,M,42,40대,M,Y,용산구,2016,42,2,53,28,32
C6183,M,53,50대,M,Y,용산구,2016,31,2,56,28,35
C6184,M,24,20대,M,Y,서대문구,2016,9,4,50,29,32
C6185,M,35,30대,M,Y,강남구,2016,20,5,63,26,32
C6186,M,56,50대,M,N,용산구,2016,26,2,25,19,23
C6187,F,37,30대,M,Y,강남구,2016,18,5,53,27,29
C6188,F,48,40대,M,Y,서초구,2016,66,3,66,29,35
C6189,F,49,40대,M,N,서초구,2016,63,3,33,20,29
C6190,F,40,40대,M,N,송파구,2016,67,4,37,26,27
C6191,M,21,20대,S,N,서대문구,2016,2,4,30,20,24
C6192,M,32,30대,S,N,강남구,2016,22,5,27,20,23
C6193,F,43,40대,M,Y,강남구,2016,29,2,75,34,41
C6194,F,24,20대,M,Y,송파구,2016,77,4,60,30,28
C6195,F,55,50대,M,Y,동작구,2016,51,3,62,34,37
C6196,M,56,50대,S,N,양천구,2016,51,1,34,21,27
C6197,M,37,30대,M,N,마포구,2016,95,1,27,19,22
C6198,M,38,30대,M,N,동작구,2016,56,3,29,22,24
C6199,F,29,20대,M,N,강남구,2016,12,5,38,20,27
C6200,M,20,20대,S,N,강남구,2016,13,5,27,20,22
C6201,F,31,30대,S,N,강남구,2016,24,5,35,22,28
C6202,F,42,40대,M,N,송파구,2016,67,4,24,17,20
C6203,M,43,40대,S,N,서대문구,2016,34,2,25,19,22
C6204,M,24,20대,S,N,관악구,2016,61,3,18,15,15
C6205,F,35,30대,S,N,광진구,2016,68,4,33,24,29
C6206,M,46,40대,M,Y,마포구,2016,95,1,59,30,39
C6207,M,37,30대,M,Y,관악구,2016,65,3,55,28,41
C6208,F,58,50대,M,Y,광진구,2016,83,1,75,32,37
C6209,M,39,30대,M,Y,강남구,2016,20,5,50,27,28
C6210,M,40,40대,M,N,동작구,2016,56,3,27,19,22
C6211,M,21,20대,M,N,양천구,2016,88,1,34,20,25
C6212,F,22,20대,M,N,양천구,2016,53,1,30,23,22
C6213,F,43,40대,M,Y,광진구,2016,94,1,68,34,43
C6214,M,24,20대,M,Y,서초구,2016,64,3,50,26,29
C6215,F,55,50대,M,N,동작구,2016,51,3,48,28,34
C6216,M,26,20대,S,N,송파구,2016,72,4,24,19,19
C6217,M,47,40대,S,N,마포구,2016,96,1,25,15,20
C6218,F,28,20대,M,Y,양천구,2016,59,1,61,30,25
C6219,F,61,60대,M,N,강남구,2016,28,2,34,26,27
C6220,M,50,50대,M,Y,송파구,2016,37,2,26,20,20
C6221,M,51,50대,S,N,강남구,2016,28,2,32,22,26
C6222,F,42,40대,M,Y,강남구,2016,29,2,56,31,31
C6223,F,23,20대,M,N,마포구,2016,90,1,33,19,24
C6224,F,34,30대,S,N,송파구,2016,79,4,21,16,16
C6225,F,35,30대,S,N,서초구,2016,63,3,27,20,22
C6226,F,46,40대,M,N,동작구,2016,57,3,32,20,25
C6227,F,37,30대,S,N,송파구,2016,79,4,16,13,14
C6228,F,48,40대,M,Y,용산구,2016,40,2,63,32,28
C6229,M,49,40대,M,Y,서대문구,2016,44,2,51,26,36
C6230,M,20,20대,M,Y,서대문구,2016,9,4,60,28,33
C6231,F,21,20대,S,N,용산구,2016,4,5,39,24,30
C6232,M,42,40대,M,N,관악구,2016,56,3,34,22,29
C6233,M,23,20대,S,N,마포구,2016,89,1,17,13,16
C6234,F,24,20대,M,N,강남구,2016,12,5,32,23,25
C6235,M,45,40대,S,N,마포구,2016,96,1,26,19,20
C6236,F,36,30대,M,Y,강남구,2016,18,5,63,29,30
C6237,F,37,30대,M,N,양천구,2016,91,1,34,22,25
C6238,M,28,20대,M,Y,서대문구,2016,9,4,66,31,33
C6239,M,29,20대,M,Y,강남구,2016,11,5,66,32,37
C6240,M,50,50대,M,Y,서대문구,2016,37,2,50,29,33
C6241,M,31,30대,S,N,동작구,2016,54,3,22,16,20
C6242,M,22,20대,M,Y,양천구,2016,59,1,53,27,32
C6243,F,53,50대,M,Y,서대문구,2016,37,2,63,28,37
C6244,M,24,20대,S,N,강남구,2016,13,5,27,15,20
C6245,M,35,30대,M,N,용산구,2016,6,5,32,19,23
C6246,F,46,40대,M,Y,서초구,2016,66,3,51,29,31
C6247,F,37,30대,S,N,양천구,2016,98,1,39,24,25
C6248,F,38,30대,M,N,서대문구,2016,80,4,38,24,28
C6249,F,49,40대,M,N,양천구,2016,99,1,29,19,24
C6250,M,20,20대,S,N,관악구,2016,61,3,32,23,26
C6251,M,21,20대,M,N,양천구,2016,88,1,29,20,21
C6252,F,42,40대,M,Y,서대문구,2016,41,2,70,33,40
C6253,F,43,40대,M,N,용산구,2016,39,2,44,28,33
C6254,M,44,40대,M,Y,용산구,2016,42,2,56,31,35
C6255,F,25,20대,M,Y,강남구,2016,11,5,63,29,31
C6256,F,26,20대,M,N,용산구,2016,7,5,45,26,31
C6257,M,37,30대,M,Y,강남구,2016,20,5,55,28,24
C6258,M,38,30대,S,N,양천구,2016,97,1,28,20,23
C6259,F,49,40대,S,N,양천구,2016,98,1,62,30,27
C6260,F,20,20대,M,Y,용산구,2016,8,5,64,27,28
C6261,F,51,50대,S,N,마포구,2016,84,1,64,29,34
C6262,M,32,30대,M,Y,마포구,2016,95,1,45,26,28
C6263,F,33,30대,S,N,강남구,2016,24,5,31,22,22
C6264,M,24,20대,S,N,강남구,2016,13,5,25,17,20
C6265,F,35,30대,M,N,서초구,2016,64,3,36,21,29
C6266,M,46,40대,S,N,광진구,2016,69,1,23,16,22
C6267,F,37,30대,M,N,송파구,2016,80,4,20,14,14
C6268,M,38,30대,M,N,용산구,2016,6,5,27,17,23
C6269,M,59,50대,M,N,용산구,2016,26,2,33,26,30
C6270,F,20,20대,S,N,광진구,2016,75,4,23,20,19
C6271,F,21,20대,M,Y,송파구,2016,77,4,42,27,23
C6272,M,22,20대,M,Y,서대문구,2016,9,4,59,30,33
C6273,M,23,20대,S,N,용산구,2016,1,5,26,21,23
C6274,F,34,30대,M,Y,관악구,2016,66,3,59,29,33
C6275,F,45,40대,M,Y,서초구,2016,66,3,63,30,36
C6276,M,36,30대,M,Y,용산구,2016,16,5,62,26,35
C6277,M,47,40대,M,N,용산구,2016,43,2,24,15,21
C6278,F,58,50대,M,N,서초구,2016,47,3,36,25,28
C6279,F,59,50대,M,Y,송파구,2016,37,2,36,23,22
C6280,F,20,20대,S,N,강남구,2016,14,5,32,19,26
C6281,M,31,30대,M,N,서대문구,2016,5,4,27,20,22
C6282,F,22,20대,M,N,송파구,2016,78,4,33,26,27
C6283,M,23,20대,M,Y,강남구,2016,11,5,52,30,26
