customer_id,gender,age,age_group,married,kids_under12,area,subs_start_year,movie_watched,movie_watched_no_dup,scribe_total,repeat_mov,ClusterHierarchical,ClusterKmeans
C5805,M,35,30대,M,N,용산구,2015,73,38,42,35,155,3
C5806,F,46,40대,M,Y,송파구,2015,81,47,39,34,231,3
C5807,F,37,30대,S,N,서대문구,2015,61,34,35,27,567,5
C5808,F,58,50대,M,N,서초구,2015,35,26,25,9,364,2
C5809,F,39,30대,M,Y,마포구,2015,65,36,35,29,529,5
C5810,M,20,20대,M,N,강남구,2015,90,45,43,45,263,3
C5811,M,21,20대,M,N,동작구,2015,54,36,33,18,600,1
C5812,M,22,20대,S,N,강남구,2015,47,31,29,16,704,1
C5813,F,33,30대,S,N,관악구,2015,71,43,36,28,240,5
C5814,M,34,30대,M,Y,관악구,2015,46,29,31,17,692,1
C5815,F,45,40대,M,N,서대문구,2015,46,34,28,12,650,1
C5816,M,26,20대,M,Y,마포구,2015,46,37,30,9,626,1
C5817,F,47,40대,M,N,강남구,2015,85,46,39,39,275,3
C5818,F,28,20대,S,N,송파구,2015,52,40,31,12,641,1
C5819,F,59,50대,M,N,용산구,2015,35,27,27,8,376,2
C5820,F,30,30대,M,Y,용산구,2015,63,35,33,28,567,5
C5821,M,21,20대,M,Y,용산구,2015,36,25,23,11,677,2
C5822,M,22,20대,S,N,마포구,2015,73,35,36,38,180,5
C5823,M,23,20대,M,Y,용산구,2015,32,26,23,6,378,2
C5824,F,34,30대,M,Y,송파구,2015,49,33,32,16,615,1
C5825,F,55,50대,S,N,송파구,2015,43,32,29,11,650,1
C5826,M,46,40대,S,N,강남구,2015,34,26,26,8,680,2
C5827,F,37,30대,S,N,양천구,2015,43,35,28,8,628,1
C5828,M,38,30대,S,N,송파구,2015,82,43,40,39,277,3
C5829,M,49,40대,M,Y,서초구,2015,28,24,21,4,360,2
C5830,M,30,30대,M,Y,광진구,2015,45,29,27,16,666,1
C5831,M,41,40대,M,Y,용산구,2015,89,45,39,44,262,3
C5832,M,22,20대,M,Y,마포구,2015,38,31,26,7,332,1
C5833,M,23,20대,S,N,강남구,2015,82,44,40,38,276,3
C5834,F,24,20대,M,Y,용산구,2015,54,35,35,19,584,1
C5835,M,35,30대,M,Y,용산구,2015,78,35,38,43,296,3
C5836,F,46,40대,M,N,강남구,2015,63,27,33,36,205,5
C5837,F,57,50대,M,N,서초구,2015,49,29,31,20,687,1
C5838,M,48,40대,M,Y,용산구,2015,48,34,31,14,652,1
C5839,M,39,30대,S,N,광진구,2015,50,39,28,11,640,1
C5840,F,20,20대,M,N,광진구,2015,45,36,27,9,316,1
C5841,F,51,50대,S,N,강남구,2015,51,35,28,16,655,1
C5842,M,52,50대,M,Y,서대문구,2015,25,20,20,5,403,2
C5843,F,23,20대,M,N,광진구,2015,47,32,32,15,615,1
C5844,M,24,20대,S,N,서대문구,2015,43,30,32,13,705,1
C5845,F,45,40대,M,Y,양천구,2015,93,41,43,52,257,3
C5846,F,26,20대,S,N,동작구,2015,37,30,28,7,327,1
C5847,F,27,20대,M,Y,관악구,2015,59,33,34,26,528,5
C5848,F,38,30대,S,N,마포구,2015,34,29,28,5,328,2
C5849,M,62,60대,M,N,강남구,2015,46,33,26,13,653,1
C5850,M,20,20대,S,N,서초구,2015,35,25,23,10,362,2
C5851,M,21,20대,S,N,강남구,2015,24,17,21,7,410,2
C5852,F,42,40대,M,N,마포구,2015,81,40,40,41,269,3
C5853,F,53,50대,M,Y,용산구,2015,17,15,15,2,113,4
C5854,M,54,50대,M,N,송파구,2015,42,28,30,14,701,1
C5855,M,55,50대,M,N,용산구,2015,53,36,32,17,586,1
C5856,F,46,40대,M,Y,서초구,2015,47,38,30,9,626,1
C5857,F,47,40대,S,N,강남구,2015,33,21,26,12,682,2
C5858,M,28,20대,M,Y,광진구,2015,44,31,30,13,660,1
C5859,F,59,50대,S,N,광진구,2015,54,40,37,14,589,1
C5860,M,40,40대,M,Y,광진구,2015,90,45,40,45,262,3
C5861,F,21,20대,S,N,강남구,2015,80,40,40,40,283,3
C5862,M,42,40대,M,N,강남구,2015,34,30,26,4,309,2
C5863,M,23,20대,S,N,광진구,2015,51,39,30,12,641,1
C5864,M,24,20대,M,N,양천구,2015,47,34,30,13,619,1
C5865,F,55,50대,M,N,강남구,2015,63,37,36,26,573,5
C5866,M,46,40대,M,N,서대문구,2015,94,44,44,50,259,3
C5867,M,37,30대,S,N,송파구,2015,66,34,30,32,173,5
C5868,M,48,40대,M,N,서초구,2015,72,45,40,27,240,5
C5869,M,61,60대,S,N,광진구,2015,47,39,29,8,640,1
C5870,M,40,40대,M,Y,송파구,2015,42,30,28,12,674,1
C5871,M,51,50대,M,N,서대문구,2015,52,40,33,12,639,1
C5872,M,42,40대,M,N,서초구,2015,80,49,39,31,237,3
C5873,F,23,20대,S,N,송파구,2015,60,36,37,24,572,5
C5874,M,34,30대,M,N,양천구,2015,32,26,22,6,358,2
C5875,F,45,40대,M,N,마포구,2015,55,33,32,22,558,1
C5876,M,36,30대,S,N,마포구,2015,85,37,39,48,304,3
C5877,F,47,40대,M,Y,서대문구,2015,44,37,32,7,644,1
C5878,F,38,30대,S,N,송파구,2015,29,22,22,7,389,2
C5879,M,59,50대,M,N,용산구,2015,58,34,35,24,564,5
C5880,F,20,20대,M,N,용산구,2015,70,37,36,33,161,5
C5881,F,31,30대,S,N,강남구,2015,51,35,32,16,587,1
C5882,F,52,50대,M,Y,송파구,2015,71,29,35,42,219,5
C5883,M,53,50대,S,N,용산구,2015,87,39,37,48,302,3
C5884,F,24,20대,S,N,서대문구,2015,79,34,43,45,299,3
C5885,M,45,40대,M,Y,동작구,2015,70,30,35,40,221,5
C5886,M,46,40대,M,Y,광진구,2015,48,34,31,14,618,1
C5887,F,37,30대,S,N,광진구,2015,35,29,24,6,350,2
C5888,M,38,30대,M,N,용산구,2015,43,29,28,14,674,1
C5889,M,60,60대,S,N,강남구,2015,51,34,31,17,601,1
C5890,M,30,30대,M,Y,광진구,2015,56,35,32,21,558,1
C5891,F,41,40대,M,Y,관악구,2015,99,37,45,62,285,3
C5892,M,32,30대,M,Y,강남구,2015,39,27,25,12,678,2
C5893,M,33,30대,M,Y,양천구,2015,82,47,40,35,238,3
C5894,F,44,40대,S,N,마포구,2015,51,33,29,18,609,1
C5895,M,45,40대,M,N,용산구,2015,43,37,29,6,644,1
C5896,F,46,40대,S,N,서대문구,2015,58,38,38,20,588,1
C5897,M,57,50대,M,Y,양천구,2015,69,31,37,38,220,5
C5898,M,28,20대,M,Y,용산구,2015,92,36,39,56,287,3
C5899,M,39,30대,M,N,강남구,2015,38,26,27,12,672,1
C5900,M,20,20대,M,N,용산구,2015,73,33,36,40,184,3
C5901,F,41,40대,M,Y,용산구,2015,76,42,38,34,251,3
C5902,F,22,20대,M,N,송파구,2015,55,32,35,23,563,5
C5903,M,23,20대,S,N,동작구,2015,43,30,29,13,658,1
C5904,M,54,50대,M,N,양천구,2015,51,40,32,11,634,1
C5905,F,45,40대,M,Y,양천구,2015,47,35,30,12,619,1
C5906,F,46,40대,M,N,용산구,2015,44,32,30,12,649,1
C5907,F,18,10대,S,N,강남구,2015,39,32,25,7,306,1
C5908,M,28,20대,M,Y,서대문구,2015,38,24,22,14,467,2
C5909,F,49,40대,S,N,동작구,2015,69,37,40,32,245,5
C5910,F,20,20대,M,Y,서대문구,2015,41,28,24,13,676,1
C5911,M,21,20대,M,N,서대문구,2015,47,30,31,17,704,1
C5912,F,42,40대,S,N,용산구,2015,78,36,41,42,284,3
C5913,M,23,20대,S,N,강남구,2015,54,30,33,24,546,5
C5914,M,24,20대,S,N,용산구,2015,51,38,32,13,638,1
C5915,M,45,40대,M,N,광진구,2015,58,41,31,17,594,1
C5916,F,46,40대,M,Y,관악구,2015,73,45,38,28,240,5
C5917,M,47,40대,M,Y,송파구,2015,90,49,39,41,225,3
C5918,M,48,40대,M,Y,마포구,2015,30,21,21,9,495,2
C5919,M,62,60대,M,N,동작구,2015,84,50,40,34,238,3
C5920,F,20,20대,S,N,용산구,2015,77,34,36,43,296,3
C5921,M,21,20대,M,N,용산구,2015,42,34,27,8,318,1
C5922,F,22,20대,M,Y,마포구,2015,65,37,33,28,529,5
C5923,F,43,40대,M,Y,강남구,2015,43,27,30,16,669,1
C5924,M,18,10대,S,N,광진구,2015,40,24,29,16,670,1
C5925,F,55,50대,M,Y,강남구,2015,80,39,36,41,282,3
C5926,M,56,50대,M,Y,용산구,2015,49,35,28,14,655,1
C5927,M,47,40대,M,N,양천구,2015,84,49,40,35,238,3
C5928,M,58,50대,M,Y,송파구,2015,42,33,29,9,648,1
C5929,F,65,60대,M,N,관악구,2015,60,31,35,29,531,5
C5930,M,20,20대,M,N,서대문구,2015,41,28,24,13,676,1
C5931,F,21,20대,S,N,관악구,2015,54,30,31,24,686,5
C5932,F,22,20대,S,N,관악구,2015,40,36,29,4,627,1
C5933,M,23,20대,S,N,송파구,2015,44,32,29,12,660,1
C5934,F,34,30대,M,Y,서초구,2015,52,37,34,15,623,1
C5935,F,25,20대,M,N,광진구,2015,58,39,33,19,596,1
C5936,M,46,40대,S,N,관악구,2015,46,30,33,16,692,1
C5937,F,47,40대,M,Y,서대문구,2015,71,33,34,38,185,5
C5938,M,38,30대,M,N,용산구,2015,34,27,26,7,334,2
C5939,M,61,60대,M,N,강남구,2015,28,24,20,4,449,2
C5940,F,20,20대,M,N,서대문구,2015,55,37,36,18,588,1
C5941,M,51,50대,S,N,강남구,2015,101,48,41,53,260,3
C5942,M,32,30대,M,Y,강남구,2015,77,39,39,38,283,3
C5943,M,23,20대,M,Y,양천구,2015,52,38,34,14,614,1
C5944,M,54,50대,M,Y,용산구,2015,56,37,33,19,586,1
C5945,F,25,20대,M,Y,용산구,2015,65,36,36,29,566,5
C5946,F,46,40대,S,N,용산구,2015,40,33,29,7,320,1
C5947,F,47,40대,M,Y,마포구,2015,83,41,38,42,269,3
C5948,M,38,30대,S,N,강남구,2015,71,34,38,37,153,5
C5949,M,29,20대,M,N,서초구,2015,43,30,29,13,658,1
C5950,M,30,30대,M,Y,송파구,2015,50,39,31,11,642,1
C5951,F,21,20대,M,N,강남구,2015,42,29,28,13,673,1
C5952,M,52,50대,M,Y,관악구,2015,84,41,41,43,272,3
C5953,F,23,20대,S,N,서초구,2015,43,34,30,9,624,1
C5954,M,24,20대,M,Y,서초구,2015,55,28,27,27,534,5
C5955,M,45,40대,S,N,서대문구,2015,89,44,38,45,262,3
C5956,M,26,20대,M,Y,마포구,2015,28,24,19,4,422,2
C5957,F,57,50대,M,N,마포구,2015,38,27,28,11,663,1
C5958,M,38,30대,S,N,관악구,2015,77,33,36,44,291,3
C5959,F,60,60대,S,N,양천구,2015,29,24,18,5,424,2
C5960,F,50,50대,M,N,마포구,2015,50,34,33,16,616,1
C5961,M,41,40대,M,N,강남구,2015,42,32,26,10,340,1
C5962,F,22,20대,M,Y,강남구,2015,54,40,35,14,591,1
C5963,M,23,20대,S,N,강남구,2015,94,43,42,51,259,3
C5964,F,34,30대,S,N,강남구,2015,57,40,33,17,582,1
C5965,F,55,50대,M,N,강남구,2015,61,36,35,25,573,5
C5966,F,36,30대,M,Y,관악구,2015,70,31,34,39,221,5
C5967,M,37,30대,M,Y,관악구,2015,28,24,23,4,360,2
C5968,M,38,30대,M,N,서대문구,2015,29,23,21,6,383,2
C5969,F,63,60대,S,N,광진구,2015,87,38,42,49,258,3
C5970,M,30,30대,S,N,용산구,2015,40,29,27,11,671,1
C5971,F,51,50대,M,N,동작구,2015,58,33,29,25,539,5
C5972,F,42,40대,M,Y,강남구,2015,46,28,31,18,702,1
C5973,M,33,30대,M,Y,서대문구,2015,44,23,31,21,542,1
C5974,M,24,20대,S,N,관악구,2015,56,39,36,17,598,1
C5975,M,35,30대,S,N,관악구,2015,72,34,33,38,179,5
C5976,M,26,20대,S,N,강남구,2015,63,41,35,22,575,1
C5977,M,27,20대,M,Y,강남구,2015,53,34,29,19,604,1
C5978,F,28,20대,M,N,서대문구,2015,43,33,29,10,647,1
C5979,F,29,20대,M,Y,마포구,2015,48,35,32,13,617,1
C5980,F,30,30대,M,Y,용산구,2015,64,34,38,30,164,5
C5981,F,21,20대,S,N,강남구,2015,48,33,35,15,584,1
C5982,M,19,10대,S,N,용산구,2015,71,34,35,37,185,5
C5983,F,33,30대,M,Y,서초구,2015,80,46,43,34,228,3
C5984,F,24,20대,M,Y,송파구,2015,50,35,29,15,652,1
C5985,F,35,30대,S,N,서대문구,2015,56,28,33,28,199,5
C5986,F,36,30대,M,N,서대문구,2015,46,29,27,17,697,1
C5987,F,37,30대,S,N,서대문구,2015,76,38,37,38,154,3
C5988,F,48,40대,M,Y,양천구,2015,71,40,38,31,244,5
C5989,F,59,50대,M,N,강남구,2015,49,38,28,11,654,1
C5990,M,20,20대,M,Y,강남구,2015,74,40,36,34,253,5
C5991,F,21,20대,M,Y,강남구,2015,64,37,35,27,566,5
C5992,F,32,30대,M,N,마포구,2015,41,33,29,8,628,1
C5993,M,43,40대,M,N,마포구,2015,88,43,44,45,254,3
C5994,F,44,40대,M,Y,강남구,2015,50,30,29,20,547,1
C5995,M,35,30대,S,N,관악구,2015,47,33,33,14,620,1
C5996,M,56,50대,M,N,용산구,2015,28,22,23,6,390,2
C5997,M,57,50대,S,N,서대문구,2015,44,34,29,10,646,1
C5998,M,28,20대,S,N,강남구,2015,31,18,23,13,500,2
C5999,F,65,60대,M,N,광진구,2015,15,13,13,2,87,4
C6000,F,30,30대,S,Y,강남구,2015,16,16,14,0,109,4
C6001,F,21,20대,M,N,서초구,2015,28,23,17,5,427,2
C6002,M,42,40대,M,Y,마포구,2015,22,18,14,4,150,4
C6003,M,23,20대,M,N,서대문구,2015,37,27,23,10,675,2
C6004,F,24,20대,S,N,강남구,2015,20,17,16,3,110,4
C6005,M,35,30대,M,Y,양천구,2015,22,19,16,3,152,2
C6006,F,56,50대,S,N,광진구,2015,17,13,12,4,84,4
C6007,M,27,20대,M,Y,강남구,2015,19,16,16,3,110,4
C6008,M,48,40대,M,Y,서대문구,2015,28,23,22,5,390,2
C6009,M,49,40대,M,N,서대문구,2015,16,14,12,2,87,4
C6010,F,20,20대,M,Y,서대문구,2015,33,22,20,11,504,2
C6011,M,21,20대,M,N,서대문구,2015,17,12,15,5,115,4
C6012,M,32,30대,M,Y,용산구,2015,19,12,13,7,115,4
C6013,F,43,40대,M,Y,동작구,2015,38,23,22,15,478,2
C6014,F,24,20대,S,N,동작구,2015,44,23,26,21,461,1
C6015,M,55,50대,M,Y,송파구,2015,13,11,11,2,79,4
C6016,M,26,20대,M,Y,서대문구,2015,18,17,13,1,93,4
C6017,F,37,30대,M,N,강남구,2015,39,23,24,16,499,2
C6018,F,38,30대,M,Y,동작구,2015,20,17,16,3,151,4
C6019,M,64,60대,S,N,서대문구,2015,32,26,24,6,375,2
C6020,F,30,30대,S,N,용산구,2015,38,25,23,13,467,2
C6021,M,31,30대,S,N,용산구,2015,62,32,29,30,552,5
C6022,F,22,20대,S,N,양천구,2015,27,14,21,13,522,2
C6023,M,53,50대,S,N,광진구,2016,38,32,25,6,331,1
C6024,M,24,20대,S,N,서대문구,2016,24,18,19,6,405,2
C6025,M,18,10대,S,N,송파구,2016,28,22,21,6,389,2
C6026,M,46,40대,S,N,관악구,2016,31,19,21,12,521,2
C6027,M,57,50대,M,Y,관악구,2016,61,41,32,20,597,1
C6028,M,38,30대,M,N,강남구,2016,29,24,21,5,383,2
C6029,F,49,40대,S,Y,강남구,2016,65,24,31,41,208,5
C6030,F,20,20대,M,Y,서대문구,2016,57,27,28,30,186,5
C6031,M,41,40대,M,Y,강남구,2016,62,43,28,19,579,1
C6032,F,22,20대,S,N,강남구,2016,29,25,18,4,446,2
C6033,M,23,20대,M,N,강남구,2016,24,22,19,2,442,2
C6034,F,24,20대,S,N,양천구,2016,29,20,21,9,484,2
C6035,M,45,40대,M,N,서대문구,2016,43,35,24,8,316,1
C6036,M,36,30대,S,N,강남구,2016,35,26,26,9,680,2
C6037,M,57,50대,M,N,강남구,2016,34,26,22,8,379,2
C6038,M,38,30대,S,N,동작구,2016,34,28,25,6,359,2
C6039,F,39,30대,M,Y,동작구,2016,63,27,31,36,192,5
C6040,M,18,10대,S,N,용산구,2016,24,17,18,7,418,2
C6041,M,41,40대,M,Y,서초구,2016,53,35,30,18,606,1
C6042,M,52,50대,M,N,마포구,2016,30,19,23,11,481,2
C6043,M,43,40대,S,N,강남구,2016,21,19,20,2,443,2
C6044,F,34,30대,M,Y,용산구,2016,52,23,30,29,187,5
C6045,M,25,20대,M,Y,서대문구,2016,47,26,27,21,463,1
C6046,M,46,40대,S,N,강남구,2016,31,25,23,6,377,2
C6047,F,27,20대,M,Y,관악구,2016,70,33,29,37,174,5
C6048,M,28,20대,M,Y,용산구,2016,48,30,28,18,697,1
C6049,F,59,50대,M,N,용산구,2016,28,27,19,1,451,2
C6050,F,50,50대,M,N,광진구,2016,40,32,26,8,330,1
C6051,M,31,30대,M,Y,서초구,2016,58,31,31,27,538,5
C6052,M,42,40대,S,N,양천구,2016,26,20,20,6,402,2
C6053,F,23,20대,S,N,용산구,2016,43,30,27,13,673,1
C6054,M,44,40대,M,Y,용산구,2016,49,32,27,17,695,1
C6055,M,35,30대,M,N,서대문구,2016,36,27,20,9,371,2
C6056,F,56,50대,M,N,송파구,2016,23,21,19,2,444,2
C6057,M,37,30대,S,N,용산구,2016,26,21,20,5,441,2
C6058,F,38,30대,M,N,강남구,2016,39,30,23,9,338,2
C6059,M,39,30대,M,Y,동작구,2016,49,34,24,15,632,1
C6060,F,50,50대,M,N,송파구,2016,21,20,15,1,97,2
C6061,F,21,20대,M,N,광진구,2016,35,29,23,6,350,2
C6062,M,22,20대,S,N,용산구,2016,27,20,18,7,407,2
C6063,M,43,40대,M,N,서초구,2016,31,21,20,10,483,2
C6064,F,24,20대,M,N,용산구,2016,34,27,27,7,334,2
C6065,M,25,20대,M,N,동작구,2016,30,20,24,10,480,2
C6066,F,46,40대,M,Y,강남구,2016,62,25,28,37,207,5
C6067,M,57,50대,M,Y,강남구,2016,60,36,33,24,568,5
C6068,F,58,50대,M,N,서대문구,2016,33,26,22,7,375,2
C6069,F,59,50대,M,Y,송파구,2016,36,23,24,13,498,2
C6070,M,20,20대,S,N,광진구,2016,23,22,17,1,423,2
C6071,M,21,20대,S,N,강남구,2016,29,24,23,5,378,2
C6072,F,42,40대,M,Y,양천구,2016,63,30,30,33,196,5
C6073,M,33,30대,M,Y,서초구,2016,54,30,27,24,685,5
C6074,M,34,30대,M,Y,송파구,2016,24,18,19,6,404,2
C6075,F,35,30대,S,N,강남구,2016,31,24,22,7,383,2
C6076,F,26,20대,M,Y,양천구,2016,66,22,30,44,215,5
C6077,F,47,40대,M,Y,강남구,2016,59,31,29,28,551,5
C6078,M,38,30대,M,Y,강남구,2016,58,41,29,17,578,1
C6079,F,39,30대,M,Y,서대문구,2016,46,28,27,18,697,1
C6080,F,20,20대,S,N,서대문구,2016,57,24,26,33,188,5
C6081,F,21,20대,M,N,광진구,2016,28,24,18,4,423,2
C6082,M,22,20대,S,N,용산구,2016,23,18,19,5,405,2
C6083,F,33,30대,S,N,용산구,2016,34,26,22,8,380,2
C6084,M,34,30대,M,Y,서대문구,2016,62,36,29,26,553,5
C6085,F,45,40대,M,Y,강남구,2016,59,31,28,28,551,5
C6086,F,46,40대,S,N,강남구,2016,49,25,31,24,541,5
C6087,M,27,20대,S,N,동작구,2016,30,21,18,9,494,2
C6088,F,38,30대,M,Y,강남구,2016,61,21,31,40,208,5
C6089,M,49,40대,M,Y,양천구,2016,63,39,28,24,525,5
C6090,F,40,40대,M,Y,강남구,2016,70,33,30,37,183,5
C6091,M,21,20대,S,N,동작구,2016,21,18,15,3,151,4
C6092,F,22,20대,M,N,광진구,2016,29,23,23,6,388,2
C6093,M,23,20대,S,N,서초구,2016,25,19,22,6,482,2
C6094,F,54,50대,M,N,광진구,2016,35,27,24,8,352,2
C6095,F,35,30대,M,Y,양천구,2016,61,32,32,29,536,5
C6096,F,46,40대,M,N,서대문구,2016,29,25,21,4,453,2
C6097,F,37,30대,M,Y,송파구,2016,45,35,25,10,316,1
C6098,M,38,30대,S,N,마포구,2016,28,23,23,5,388,2
C6099,F,60,60대,S,N,송파구,2016,23,21,17,2,436,2
C6100,F,20,20대,M,Y,강남구,2016,65,30,29,35,200,5
C6101,M,41,40대,M,N,용산구,2016,25,21,21,4,441,2
C6102,F,22,20대,S,N,광진구,2016,31,27,22,4,355,2
C6103,F,23,20대,S,N,관악구,2016,44,29,25,15,664,1
C6104,F,24,20대,M,Y,용산구,2016,80,33,32,47,298,3
C6105,M,25,20대,S,N,관악구,2016,51,29,32,22,686,1
C6106,F,36,30대,M,Y,송파구,2016,34,20,20,14,508,2
C6107,M,27,20대,S,N,관악구,2016,29,22,21,7,488,2
C6108,F,38,30대,M,Y,용산구,2016,62,28,30,34,202,5
C6109,F,63,60대,S,N,송파구,2016,29,24,16,5,426,2
C6110,F,20,20대,S,N,동작구,2016,30,25,20,5,428,2
C6111,M,21,20대,M,Y,서대문구,2016,62,34,30,28,556,5
C6112,F,32,30대,M,N,용산구,2016,22,21,16,1,432,2
C6113,F,33,30대,M,N,광진구,2016,36,26,25,10,351,2
C6114,F,34,30대,S,N,광진구,2016,36,31,22,5,348,2
C6115,F,45,40대,M,N,강남구,2016,35,27,24,8,380,2
C6116,M,19,10대,S,N,관악구,2016,27,15,21,12,522,2
C6117,M,27,20대,M,Y,양천구,2016,56,31,28,25,539,5
C6118,F,28,20대,S,N,서대문구,2016,29,21,26,8,391,2
C6119,F,66,60대,S,N,마포구,2016,29,24,19,5,424,2
C6120,M,50,50대,M,N,관악구,2016,38,30,25,8,325,2
C6121,M,41,40대,M,Y,서대문구,2016,63,38,32,25,569,5
C6122,F,32,30대,M,Y,광진구,2016,55,30,25,25,543,5
C6123,F,53,50대,M,Y,마포구,2016,62,29,27,33,533,5
C6124,M,24,20대,M,N,용산구,2016,33,30,22,3,308,2
C6125,F,45,40대,M,Y,광진구,2016,71,35,32,36,177,5
C6126,F,26,20대,M,N,광진구,2016,39,25,25,14,456,2
C6127,M,27,20대,M,Y,광진구,2016,51,31,28,20,696,1
C6128,M,18,10대,S,N,용산구,2016,26,20,21,6,409,2
C6129,F,39,30대,M,Y,강남구,2016,66,39,31,27,165,5
C6130,F,30,30대,M,N,마포구,2016,24,18,20,6,404,2
C6131,M,41,40대,M,Y,용산구,2016,57,33,26,24,554,5
C6132,F,42,40대,M,N,마포구,2016,34,26,25,8,351,2
C6133,F,43,40대,M,Y,마포구,2016,60,30,31,30,537,5
C6134,M,34,30대,S,N,광진구,2016,58,30,30,28,537,5
C6135,M,35,30대,M,N,용산구,2016,19,15,17,4,117,4
C6136,M,46,40대,M,Y,서대문구,2016,52,33,27,19,695,1
C6137,F,37,30대,M,Y,양천구,2016,66,30,29,36,197,5
C6138,F,58,50대,S,N,용산구,2016,30,26,23,4,453,2
C6139,M,49,40대,S,N,송파구,2016,28,21,20,7,403,2
C6140,F,20,20대,M,Y,관악구,2016,73,31,32,42,217,5
C6141,F,31,30대,M,Y,동작구,2016,65,36,29,29,526,5
C6142,M,32,30대,M,Y,용산구,2016,63,36,33,27,565,5
C6143,F,23,20대,S,N,서초구,2016,34,24,24,10,362,2
C6144,M,54,50대,M,N,강남구,2016,27,23,19,4,449,2
C6145,F,55,50대,M,Y,강남구,2016,62,38,30,24,569,5
C6146,F,36,30대,M,Y,용산구,2016,53,25,25,28,189,5
C6147,F,47,40대,M,N,양천구,2016,31,23,20,8,495,2
C6148,M,38,30대,S,N,관악구,2016,22,18,18,4,120,2
C6149,M,59,50대,M,Y,서대문구,2016,55,31,28,24,549,5
C6150,M,30,30대,S,N,마포구,2016,21,17,18,4,128,2
C6151,M,51,50대,M,N,양천구,2016,27,25,21,2,342,2
C6152,F,52,50대,M,Y,강남구,2016,73,34,32,39,183,5
C6153,M,23,20대,S,N,동작구,2016,22,20,16,2,122,2
C6154,F,34,30대,M,N,용산구,2016,34,27,19,7,371,2
C6155,M,35,30대,S,N,용산구,2016,24,19,18,5,405,2
C6156,M,46,40대,S,N,마포구,2016,34,26,20,8,489,2
C6157,M,37,30대,M,N,광진구,2016,32,22,22,10,503,2
C6158,F,48,40대,M,Y,서대문구,2016,69,35,32,34,169,5
C6159,M,59,50대,S,N,관악구,2016,35,25,24,10,364,2
C6160,M,20,20대,M,N,강남구,2016,24,22,21,2,440,2
C6161,M,21,20대,S,N,양천구,2016,35,28,22,7,356,2
C6162,M,32,30대,S,N,동작구,2016,30,24,21,6,358,2
C6163,M,53,50대,S,N,용산구,2016,33,23,20,10,386,2
C6164,M,24,20대,S,N,관악구,2016,31,23,23,8,486,2
C6165,F,45,40대,M,Y,서대문구,2016,66,33,28,33,173,5
C6166,F,36,30대,M,Y,서대문구,2016,72,32,34,40,184,5
C6167,F,37,30대,M,N,강남구,2016,35,27,23,8,380,2
C6168,F,38,30대,S,N,광진구,2016,35,32,22,3,348,2
C6169,M,60,60대,S,N,서대문구,2016,28,25,19,3,451,2
C6170,F,40,40대,M,N,양천구,2016,37,34,23,3,314,2
C6171,M,41,40대,S,N,양천구,2016,35,27,22,8,356,2
C6172,F,22,20대,M,Y,서초구,2016,67,27,32,40,212,5
C6173,F,23,20대,S,N,송파구,2016,15,14,13,1,101,4
C6174,M,24,20대,S,N,서대문구,2016,24,21,17,3,431,2
C6175,M,55,50대,M,N,양천구,2016,35,27,24,8,352,2
C6176,M,46,40대,M,N,광진구,2016,30,26,24,4,349,2
C6177,F,47,40대,M,Y,강남구,2016,69,37,35,32,170,5
C6178,M,28,20대,M,Y,서초구,2016,55,29,28,26,534,5
C6179,F,29,20대,S,N,서초구,2016,37,27,22,10,362,2
C6180,F,20,20대,M,N,광진구,2016,39,30,24,9,322,2
C6181,F,31,30대,M,Y,송파구,2016,35,21,21,14,508,2
C6182,M,42,40대,M,Y,용산구,2016,53,32,28,21,547,1
C6183,M,53,50대,M,Y,용산구,2016,56,35,28,21,603,1
C6184,M,24,20대,M,Y,서대문구,2016,50,32,29,18,696,1
C6185,M,35,30대,M,Y,강남구,2016,63,32,26,31,552,5
C6186,M,56,50대,M,N,용산구,2016,25,23,19,2,450,2
C6187,F,37,30대,M,Y,강남구,2016,53,29,27,24,548,5
C6188,F,48,40대,M,Y,서초구,2016,66,35,29,31,526,5
C6189,F,49,40대,M,N,서초구,2016,33,29,20,4,361,2
C6190,F,40,40대,M,N,송파구,2016,37,27,26,10,663,2
C6191,M,21,20대,S,N,서대문구,2016,30,24,20,6,382,2
C6192,M,32,30대,S,N,강남구,2016,27,23,20,4,442,2
C6193,F,43,40대,M,Y,강남구,2016,75,41,34,34,253,5
C6194,F,24,20대,M,Y,송파구,2016,60,28,30,32,186,5
C6195,F,55,50대,M,Y,동작구,2016,62,37,34,25,528,5
C6196,M,56,50대,S,N,양천구,2016,34,27,21,7,356,2
C6197,M,37,30대,M,N,마포구,2016,27,22,19,5,487,2
C6198,M,38,30대,M,N,동작구,2016,29,24,22,5,358,2
C6199,F,29,20대,M,N,강남구,2016,38,27,20,11,371,2
C6200,M,20,20대,S,N,강남구,2016,27,22,20,5,441,2
C6201,F,31,30대,S,N,강남구,2016,35,28,22,7,370,2
C6202,F,42,40대,M,N,송파구,2016,24,20,17,4,130,2
C6203,M,43,40대,S,N,서대문구,2016,25,22,19,3,421,2
C6204,M,24,20대,S,N,관악구,2016,18,15,15,3,143,4
C6205,F,35,30대,S,N,광진구,2016,33,29,24,4,350,2
C6206,M,46,40대,M,Y,마포구,2016,59,39,30,20,592,1
C6207,M,37,30대,M,Y,관악구,2016,55,41,28,14,630,1
